source,target
82000029,80039570
82000029,80040445
82000029,81029389
82000031,80052824
82000031,80111107
82000031,80143647
82000031,80039570
82000031,81029389
82000033,80056032
82000033,80043562
82000033,80039570
82000033,80042906
82000033,80040445
82000033,81029389
82000034,80056032
82000034,80029561
82000034,80039002
82000034,80043562
82000034,80039570
82000034,81029389
82000038,80039002
82000038,80043562
82000038,80037709
82000038,80039570
82000038,80037220
82000038,81029389
82000040,80000191
82000040,80039002
82000040,80038458
82000040,80040445
82000040,81029389
82000041,80143647
82000041,80051388
82000041,80037030
82000041,80039928
82000041,81029389
82000042,80086304
82000042,80025889
82000042,80000191
82000042,80143647
82000042,81029389
82000043,80052824
82000043,80037709
82000043,80117234
82000043,80037030
82000043,80039928
82000043,81029389
82000045,80000191
82000045,80039002
82000045,80143647
82000045,80037220
82000045,81029389
82000046,80025889
82000046,80039002
82000046,80037709
82000046,80143647
82000046,80037220
82000046,81029389
82000047,80052824
82000047,80056032
82000047,80000191
82000047,80039570
82000047,81029389
82000049,80000191
82000049,80037709
82000049,80143647
82000049,80039570
82000049,80042906
82000049,81029389
82000051,80088213
82000051,80039002
82000051,80037709
82000051,80143647
82000051,80039570
82000051,80040445
82000051,80037220
82000051,81029389
82000052,80088213
82000052,80056032
82000052,80029561
82000052,80143647
82000052,80051388
82000052,80037030
82000052,81029389
82000053,80025889
82000053,80000191
82000053,80143647
82000053,80042906
82000053,80037220
82000053,81029389
82000055,80052824
82000055,80000191
82000055,80039002
82000055,80117234
82000055,80039928
82000055,81029389
82000057,80000191
82000057,80039002
82000057,80039570
82000057,80037030
82000057,81029389
82000059,80056032
82000059,80043562
82000059,80143647
82000059,80040445
82000059,80037220
82000059,81029389
82000065,80088213
82000065,80000191
82000065,80043562
82000065,80038456
82000065,80042906
82000065,80037030
82000065,81029389
82000069,80088213
82000069,80143647
82000069,80038458
82000069,81029389
82000070,80143647
82000070,80051388
82000070,80117234
82000070,81029389
82004168,80052824
82004168,80000191
82004168,80103990
82004168,80117234
82004168,81029389
82000073,80088213
82000073,80000191
82000073,80037709
82000073,80038456
82000073,80037220
82000073,81029389
82000072,80037709
82000072,80103990
82000072,80117234
82000072,81029389
82000076,80039002
82000076,80037709
82000076,80143647
82000076,80038456
82000076,80042906
82000076,80037220
82000076,81029389
82000080,80039002
82000080,80037709
82000080,80143647
82000080,80042906
82000080,80037220
82000080,81029389
82000083,80086304
82000083,80029561
82000083,80000191
82000083,80143647
82000083,80037030
82000083,81029389
82000084,80000191
82000084,80039002
82000084,80037709
82000084,80040445
82000084,81029389
82000085,80056032
82000085,80143647
82000085,80037030
82000085,81029389
82000088,80088213
82000088,80039002
82000088,80043562
82000088,80143647
82000088,80039570
82000088,81029389
82000094,80143647
82000094,80051388
82000094,80117234
82000094,80039928
82000094,81029389
82002143,80052824
82002143,80086304
82002143,80111107
82002143,80117234
82002143,80037030
82002143,80039928
82002143,81029389
82004193,80000191
82004193,80037709
82004193,80039002
82004193,80143647
82004193,80038456
82004193,80042906
82004193,80040445
82004193,81029389
82000101,80088213
82000101,80000191
82000101,80037709
82000101,80103990
82000101,81029389
82000102,80037709
82000102,80111107
82000102,80143647
82000102,80039570
82000102,80037220
82000102,81029389
82000105,80052824
82000105,80037709
82000105,80143647
82000105,80103990
82000105,80117234
82000105,81029389
82002154,80052824
82002154,80000191
82002154,80111107
82002154,80103990
82002154,80117234
82002154,81029389
82000108,80037709
82000108,80051388
82000108,80038456
82000108,80039570
82000108,81029389
82000109,80056032
82000109,80025889
82000109,80000191
82000109,80037709
82000109,80038456
82000109,80039570
82000109,81029389
82000110,80056032
82000110,80025889
82000110,80037709
82000110,80038456
82000110,80039570
82000110,81029389
82000111,80052824
82000111,80000191
82000111,80039002
82000111,80143647
82000111,81029389
82000115,80000191
82000115,80039002
82000115,80111107
82000115,80039570
82000115,80038458
82000115,81029389
82000124,80000191
82000124,80039002
82000124,80037709
82000124,80143647
82000124,80042906
82000124,80040445
82000124,81029389
82000128,80000191
82000128,80111107
82000128,80039570
82000128,80042906
82000128,81029389
82004225,80056032
82004225,80025889
82004225,80000191
82004225,80037030
82004225,80039002
82004225,81029389
82000131,80052824
82000131,80111107
82000131,80039570
82000131,80038458
82000131,81029389
82004228,80088213
82004228,80056032
82004228,80000191
82004228,80037220
82004228,80042906
82004228,81029389
82000132,80052824
82000132,80086304
82000132,80000191
82000132,80039570
82000132,81029389
82000135,80039002
82000135,80043562
82000135,80143647
82000135,80037220
82000135,81029389
82002184,80056032
82002184,80000191
82002184,80037709
82002184,80038456
82002184,80040445
82002184,80037030
82002184,80037220
82002184,81029389
82002185,80088213
82002185,80000191
82002185,80037709
82002185,80038456
82002185,80039570
82002185,80042906
82002185,81029389
82000136,80039002
82000136,80043562
82000136,80143647
82000136,80037220
82000136,81029389
82000137,80056032
82000137,80039002
82000137,80037220
82000137,81029389
82002188,80000191
82002188,80039002
82002188,80043562
82002188,80037709
82002188,80040445
82002188,81029389
81029389,80052824
81029389,80086304
81029389,82025143
81029389,82025179
81029389,82025234
81029389,82025256
81029389,82025283
81029389,82025293
81029389,82025891
81029389,82026066
81029389,82026097
81029389,80029561
81029389,80000191
81029389,82000139
81029389,82000140
81029389,82000141
81029389,82000142
81029389,82000146
81029389,82000148
81029389,82000153
81029389,82000155
81029389,82000156
81029389,82000157
81029389,82000162
81029389,82000163
81029389,82000167
81029389,82000168
81029389,82000169
81029389,82000170
81029389,82000172
81029389,82000173
81029389,82000175
81029389,82000176
81029389,82000178
81029389,82000180
81029389,82000181
81029389,82000182
81029389,82000188
81029389,82000189
81029389,82000190
81029389,82000191
81029389,82000194
81029389,82000195
81029389,82000196
81029389,82000198
81029389,82000201
81029389,82000203
81029389,82000205
81029389,82000206
81029389,82000207
81029389,82000209
81029389,82000212
81029389,82000215
81029389,82000216
81029389,82000219
81029389,82000223
81029389,82000224
81029389,82000229
81029389,82000232
81029389,82000233
81029389,82000236
81029389,82000243
81029389,82000246
81029389,82000247
81029389,82000248
81029389,82000250
81029389,82000251
81029389,82000253
81029389,82000255
81029389,82000256
81029389,82000258
81029389,82000261
81029389,82000266
81029389,82000267
81029389,82000271
81029389,82000272
81029389,82000273
81029389,82000274
81029389,82000276
81029389,82000277
81029389,82000278
81029389,82000280
81029389,82000281
81029389,82000284
81029389,82000285
81029389,82000286
81029389,82000288
81029389,82000289
81029389,82000295
81029389,82000296
81029389,82000299
81029389,82000301
81029389,82000303
81029389,82000304
81029389,82000306
81029389,82000307
81029389,82000309
81029389,82000312
81029389,82000317
81029389,82000318
81029389,82000319
81029389,82000322
81029389,82000324
81029389,82000325
81029389,82000327
81029389,82000328
81029389,82000329
81029389,82000334
81029389,82000335
81029389,82000336
81029389,82000339
81029389,82000342
81029389,82000343
81029389,82000345
81029389,82000349
81029389,82000352
81029389,82000353
81029389,82000354
81029389,82000355
81029389,82000356
81029389,82000422
81029389,82000424
81029389,82000423
81029389,82000426
81029389,82000425
81029389,82000429
81029389,82000430
81029389,82000432
81029389,82000433
81029389,82000434
81029389,82000435
81029389,82000438
81029389,82000439
81029389,82000440
81029389,82000444
81029389,82000445
81029389,82000449
81029389,82000451
81029389,82000455
81029389,82000458
81029389,82000459
81029389,82000460
81029389,82000461
81029389,82000462
81029389,82000465
81029389,82000467
81029389,82000469
81029389,82000474
81029389,82000477
81029389,82000478
81029389,82000480
81029389,82000481
81029389,82000482
81029389,82000483
81029389,82000486
81029389,82000488
81029389,82000491
81029389,82000492
81029389,82000493
81029389,82000494
81029389,82000498
81029389,82000499
81029389,82000502
81029389,82000504
81029389,82000510
81029389,82000511
81029389,82000512
81029389,82000513
81029389,82000515
81029389,82000521
81029389,82000522
81029389,82000527
81029389,82000528
81029389,82000529
81029389,82000531
81029389,82000532
81029389,82000533
81029389,82000534
81029389,82000536
81029389,82000537
81029389,82000538
