source,target
142398,236724
164933,54662
164933,75595
164933,236724
166999,54662
166999,75595
166999,236724
146521,296719
146521,54662
146521,50622
146521,75595
146521,236724
123993,54662
123993,56917
123993,236724
123995,54662
123995,56917
123995,236724
146529,54662
146529,50622
146529,75595
146529,236724
150625,296719
150625,54662
150625,75595
150625,236724
162920,54662
162920,75595
162920,236724
150634,296719
150634,54662
150634,75595
150634,236724
146539,54662
146539,75595
146539,236724
148588,54662
148588,50622
148588,75595
148588,236724
164980,54662
164980,75595
164980,236724
132215,54662
132215,75595
132215,236724
162936,54662
162936,75595
162936,236724
146555,54662
146555,50622
146555,75595
146555,236724
162942,54662
162942,75595
162942,236724
140420,54662
140420,75595
140420,236724
146567,54662
146567,50622
146567,75595
146567,236724
138377,296719
138377,54662
138377,75595
138377,236724
146571,54662
146571,50622
146571,75595
146571,236724
146574,54662
146574,50622
146574,75595
146574,236724
146584,54662
146584,75595
146584,236724
140442,54662
140442,75595
140442,236724
146589,54662
146589,50622
146589,75595
146589,236724
146590,54662
146590,50622
146590,75595
146590,236724
165021,54662
165021,75595
165021,50622
165021,236724
146592,54662
146592,50622
146592,75595
146592,236724
165027,54662
165027,75595
165027,236724
140454,54662
140454,75595
140454,236724
142502,54662
142502,75595
142502,236748
142502,236724
140456,54662
140456,75595
140456,236724
146601,54662
146601,50622
146601,75595
146601,236724
162986,54662
162986,75595
162986,48909
162986,236724
140460,54662
140460,75595
140460,236724
140462,54662
140462,75595
140462,236724
142510,54662
142510,75595
142510,236748
142510,236724
165038,54662
165038,75595
165038,236724
236724,132326
236724,132400
236724,132541
236724,132725
236724,132727
236724,132934
236724,132976
236724,133051
236724,133059
236724,134393
236724,134417
236724,134719
236724,134906
236724,134968
236724,136713
236724,137095
236724,137199
236724,138533
236724,138670
236724,138759
236724,138866
236724,139028
236724,139175
236724,139244
236724,139259
236724,140490
236724,140547
236724,140595
236724,140736
236724,140761
236724,140785
236724,140963
236724,141043
236724,141050
236724,141077
236724,141085
236724,141097
236724,141122
236724,141131
236724,141150
236724,141285
236724,141295
236724,142643
236724,142656
236724,142685
236724,142702
236724,142708
236724,142782
236724,142818
236724,142945
236724,142967
236724,142984
236724,143050
236724,143079
236724,143126
236724,143173
236724,143253
236724,143274
236724,143286
236724,144724
236724,144958
236724,145047
236724,145064
236724,145205
236724,145287
236724,145318
236724,145322
236724,146622
236724,146623
236724,146626
236724,146628
236724,146640
236724,146683
236724,146689
236724,146700
236724,146724
236724,146727
236724,146741
236724,146786
236724,146815
236724,146827
236724,146865
236724,146879
236724,146887
236724,146895
236724,146897
236724,146921
236724,146948
236724,147119
236724,147180
236724,147185
236724,147208
236724,147220
236724,147221
236724,147222
236724,147263
236724,147267
236724,147272
236724,147280
236724,147288
236724,147289
236724,147293
236724,147323
236724,147334
236724,147345
236724,147346
236724,147347
236724,147351
236724,147352
236724,147379
236724,147380
236724,147383
236724,147401
236724,147441
236724,148992
236724,149312
236724,151518
236724,152765
236724,152898
236724,153033
236724,153221
236724,153365
236724,153367
236724,153453
236724,153576
236724,154898
236724,155055
236724,155397
236724,155415
236724,156895
236724,157394
236724,159305
236724,163000
236724,163001
236724,163005
236724,163006
236724,163018
236724,163033
236724,163039
236724,163061
236724,163070
236724,163088
236724,163174
236724,163235
236724,163236
236724,163238
236724,163244
236724,163297
236724,163306
236724,163308
236724,163356
236724,163384
236724,163410
236724,163435
236724,163439
236724,163470
236724,163484
236724,163493
236724,163518
236724,163526
236724,163539
236724,163547
236724,163557
236724,163558
236724,163560
236724,163570
236724,163573
236724,163576
236724,163584
236724,163605
236724,163619
236724,163625
236724,163639
236724,163653
236724,163665
236724,163675
236724,163685
236724,163708
236724,163713
236724,163752
236724,163792
236724,163806
236724,163812
236724,163813
236724,165050
236724,165052
236724,165057
236724,165072
236724,165075
236724,165078
236724,165110
236724,165112
236724,165114
236724,165139
236724,165146
236724,165177
236724,165220
236724,165221
236724,165239
236724,165248
236724,165300
236724,165301
236724,165306
236724,165311
236724,165325
236724,165331
236724,165334
236724,165350
236724,165366
236724,165398
236724,165400
236724,165433
236724,165458
236724,165533
236724,165558
236724,165569
236724,165597
236724,165637
236724,165659
236724,165665
236724,165696
236724,165713
236724,165725
236724,165733
236724,165764
236724,165766
236724,165770
236724,165789
236724,165812
236724,165821
236724,165853
236724,48909
236724,50622
236724,54662
236724,75595
236724,130785
236724,128293
236724,126744
236724,130643
236724,130740
236724,124591
236724,126821
236724,126889
236724,130667
236724,130619
236724,130489
236724,130522
236724,124841
163000,54662
163000,75595
163001,54662
163001,75595
165050,54662
165050,75595
165052,54662
165052,75595
152765,296719
152765,54662
152765,50622
146622,54662
146622,50622
146622,75595
146623,54662
146623,50622
146623,75595
163005,54662
163005,75595
163006,54662
163006,75595
146626,54662
146626,50622
146626,75595
165057,54662
165057,75595
146628,54662
146628,50622
146628,75595
140490,54662
140490,75595
163018,75595
163018,54662
236748,143050
236748,143079
236748,143173
236748,54662
236748,126889
146640,296719
146640,54662
146640,75595
165072,54662
165072,75595
165075,54662
165075,75595
165078,54662
165078,75595
163033,50622
163033,75595
163033,54662
156895,290240
156895,54662
156895,50622
156895,75595
163039,75595
163039,54662
132326,290352
132326,54662
132326,237076
163061,54662
163061,75595
165110,54662
165110,75595
165112,54662
165112,75595
134393,290352
134393,54662
134393,75595
134393,237076
165114,54662
165114,75595
146683,54662
146683,50622
146683,75595
163070,54662
163070,75595
146689,54662
146689,50622
146689,75595
140547,54662
140547,75595
146700,54662
146700,50622
163088,54662
163088,75595
134417,54662
134417,75595
154898,296719
154898,54662
154898,75595
165139,54662
165139,75595
165146,54662
165146,75595
146724,54662
146724,50622
146724,75595
138533,54662
138533,75595
128293,54662
128293,56917
146727,54662
146727,50622
146727,75595
132400,54662
132400,75595
140595,54662
140595,75595
142643,54662
142643,50622
142643,75595
146741,54662
146741,75595
165177,54662
165177,75595
142656,54662
142656,50622
142656,75595
152898,54662
152898,75595
152898,50622
144724,54662
144724,75595
142685,54662
142685,75595
142685,237076
146786,54662
146786,75595
165220,54662
165220,75595
165221,54662
165221,75595
163174,54662
163174,75595
142702,54662
142702,75595
82011502,81010180
142708,54662
142708,50622
142708,75595
165239,54662
165239,75595
294268,153033
294268,153453
294268,153576
294268,155055
294268,155415
294268,159305
146815,54662
146815,50622
146815,75595
165248,54662
165248,75595
54662,132541
54662,132725
54662,132727
54662,132934
54662,132976
54662,133051
54662,133059
54662,134719
54662,134906
54662,134968
54662,136713
54662,137095
54662,137199
54662,138670
54662,138759
54662,138866
54662,139028
54662,139175
54662,139244
54662,139259
54662,140736
54662,140761
54662,140785
54662,140963
54662,141043
54662,141050
54662,141077
54662,141085
54662,141097
54662,141122
54662,141131
54662,141150
54662,141285
54662,141295
54662,142782
54662,142818
54662,142945
54662,142967
54662,142984
54662,143050
54662,143079
54662,143126
54662,143173
54662,143253
54662,143274
54662,143286
54662,144958
54662,145047
54662,145064
54662,145205
54662,145287
54662,145318
54662,145322
54662,146827
54662,146865
54662,146879
54662,146887
54662,146895
54662,146897
54662,146921
54662,146948
54662,147119
54662,147180
54662,147185
54662,147208
54662,147220
54662,147221
54662,147222
54662,147263
54662,147267
54662,147272
54662,147280
54662,147288
54662,147289
54662,147293
54662,147323
54662,147334
54662,147345
54662,147346
54662,147347
54662,147351
54662,147352
54662,147379
54662,147380
54662,147383
54662,147401
54662,147441
54662,148992
54662,149312
54662,151518
54662,153033
54662,153221
54662,153365
54662,153367
54662,153453
54662,153576
54662,155055
54662,155397
54662,155415
54662,157394
54662,159305
54662,163235
54662,163236
54662,163238
54662,163244
54662,163297
54662,163306
54662,163308
54662,163356
54662,163384
54662,163410
54662,163435
54662,163439
54662,163470
54662,163484
54662,163493
54662,163518
54662,163526
54662,163539
54662,163547
54662,163557
54662,163558
54662,163560
54662,163570
54662,163573
54662,163576
54662,163584
54662,163605
54662,163619
54662,163625
54662,163639
54662,163653
54662,163665
54662,163675
54662,163685
54662,163708
54662,163713
54662,163752
54662,163792
54662,163806
54662,163812
54662,163813
54662,165300
54662,165301
54662,165306
54662,165311
54662,165325
54662,165331
54662,165334
54662,165350
54662,165366
54662,165398
54662,165400
54662,165433
54662,165458
54662,165533
54662,165558
54662,165569
54662,165597
54662,165637
54662,165659
54662,165665
54662,165696
54662,165713
54662,165725
54662,165733
54662,165764
54662,165766
54662,165770
54662,165789
54662,165812
54662,165821
54662,165853
54662,130785
54662,124591
54662,126744
54662,126821
54662,126889
54662,130740
54662,130667
54662,130619
54662,130643
54662,130489
54662,130522
54662,124841
146827,50622
146827,75595
163235,75595
163236,50622
163236,75595
163238,75595
163244,48909
163244,75595
138670,75595
155055,75595
155055,50622
146865,50622
146865,75595
165300,75595
165301,75595
130489,75595
130489,237076
165306,75595
132541,75595
50622,132727
50622,139259
50622,142967
50622,143050
50622,143079
50622,143173
50622,145064
50622,145318
50622,145322
50622,146879
50622,146897
50622,146921
50622,146948
50622,147180
50622,147263
50622,147280
50622,147289
50622,147323
50622,147352
50622,148992
50622,149312
50622,153033
50622,153221
50622,153365
50622,153453
50622,153576
50622,155415
50622,157394
50622,159305
50622,163356
50622,163410
50622,163584
50622,163625
50622,163639
50622,163685
50622,163713
50622,163792
50622,165350
50622,165558
142782,75595
290240,143079
290240,143173
140736,75595
146879,75595
165311,75595
146887,75595
153033,75595
165325,75595
146895,75595
146897,75595
165331,75595
165334,75595
140761,75595
130522,75595
130522,237076
163297,75595
142818,75595
165350,75595
146921,75595
163306,75595
163308,75595
140785,75595
165366,75595
148992,75595
146948,75595
138759,75595
136713,296719
136713,75595
237076,132934
237076,134968
237076,145318
237076,126744
237076,130740
237076,130667
237076,130619
165398,75595
165400,75595
163356,75595
290352,126744
290352,130740
163384,75595
165433,75595
130619,75595
144958,48909
144958,75595
134719,75595
159305,75595
163410,75595
165458,75595
130643,75595
56917,124591
56917,126821
56917,126889
56917,124841
142945,75595
163435,75595
130667,75595
163439,75595
138866,75595
132725,75595
132727,75595
142967,75595
153221,75595
142984,75595
163470,75595
145047,48909
145047,75595
163484,75595
165533,75595
140963,75595
163493,75595
145064,75595
147119,75595
165558,75595
163518,75595
165569,75595
163526,75595
143050,296719
157394,75595
163539,75595
163547,75595
165597,75595
130785,75595
163557,75595
163558,75595
163560,75595
147180,75595
147185,75595
163570,75595
141043,75595
163573,75595
163576,75595
134906,75595
141050,75595
163584,75595
155397,296719
155397,75595
165637,75595
147208,75595
48909,137095
48909,163806
296719,139028
296719,153365
296719,153367
139028,75595
141077,75595
143126,75595
147220,75595
147221,75595
147222,75595
153365,75595
153367,75595
141085,75595
155415,75595
165659,75595
165665,75595
163619,75595
163625,75595
141097,75595
145205,75595
163639,75595
134968,75595
147263,75595
149312,75595
165696,75595
141122,75595
147267,75595
132934,75595
163653,75595
147272,75595
75595,132976
75595,133051
75595,133059
75595,137095
75595,137199
75595,139175
75595,139244
75595,139259
75595,141131
75595,141150
75595,141285
75595,141295
75595,143253
75595,143274
75595,143286
75595,145287
75595,145318
75595,145322
75595,147280
75595,147288
75595,147289
75595,147293
75595,147323
75595,147334
75595,147345
75595,147346
75595,147347
75595,147351
75595,147352
75595,147379
75595,147380
75595,147383
75595,147401
75595,147441
75595,151518
75595,153453
75595,153576
75595,163605
75595,163665
75595,163675
75595,163685
75595,163708
75595,163713
75595,163752
75595,163792
75595,163806
75595,163812
75595,163813
75595,165713
75595,165725
75595,165733
75595,165764
75595,165766
75595,165770
75595,165789
75595,165812
75595,165821
75595,165853
